"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-16","71","78","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-17","67","82","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-18","71","86","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-19","76","87","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-20","75","87","68"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-21","76","87","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-22","76","83","69"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-23","76","86","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-24","70","76","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-25","68","80","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-26","72","83","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-27","77","85","70"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-28","73","80","62"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-29","67","80","51"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-30","69","83","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-07-31","71","83","57"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-01","72","84","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-02","72","84","62"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-03","70","84","63"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-04","61","66","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-05","63","76","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-06","67","74","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-07","65","75","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-08","65","79","51"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-09","69","81","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-10","69","81","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-11","71","79","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-12","66","74","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-13","64","78","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-14","70","82","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-15","73","85","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-16","73","88","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-17","78","84","70"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-18","72","79","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-19","71","82","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-20","70","86","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-21","78","85","70"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-22","73","77","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-23","65","74","53"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-24","60","71","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-25","59","73","45"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-26","61","75","48"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-27","67","75","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-28","67","75","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-29","67","79","57"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-30","65","77","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-08-31","64","75","57"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-01","60","70","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-02","58","71","41"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-03","63","79","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-04","68","86","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-05","61","68","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-06","56","66","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-07","55","64","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-08","58","68","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-09","58","69","48"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-10","56","69","43"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-11","58","71","43"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-12","61","77","46"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-13","64","68","58"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-14","64","77","53"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-15","67","81","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-16","71","84","62"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-17","74","87","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-18","68","79","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-19","68","73","62"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-20","70","87","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-21","78","90","67"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-22","79","90","66"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-23","78","91","64"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-24","77","90","65"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-25","74","89","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-26","74","89","62"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-27","69","72","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-28","59","68","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-29","57","68","50"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-09-30","53","67","40"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-01","54","69","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-02","65","81","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-03","69","81","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-04","68","76","61"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-05","65","77","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-06","61","70","55"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-07","71","83","59"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-08","63","77","52"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-09","66","78","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-10","63","74","54"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-11","57","59","53"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-12","54","58","51"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-13","60","70","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-14","63","64","60"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-15","59","67","47"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-16","50","59","40"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-17","52","69","43"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-18","55","68","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-19","57","67","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-20","56","76","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-21","63","75","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-22","66","73","56"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-23","55","56","49"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-24","47","49","41"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-25","42","49","32"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-26","35","57","29"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-27","45","50","38"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-28","37","39","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-29","39","45","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-30","41","50","33"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-10-31","36","39","32"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-01","37","43","33"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-02","47","54","41"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-03","48","51","40"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-04","41","49","38"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-05","51","61","47"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-06","45","48","36"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-07","39","48","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-08","35","47","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-09","34","46","27"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-10","27","31","21"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-11","27","36","22"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-12","36","40","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-13","38","44","31"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-14","36","48","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-15","44","48","38"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-16","38","38","33"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-17","37","45","34"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-18","43","45","38"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-19","35","39","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-20","34","50","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-21","41","45","32"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-22","32","36","25"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-23","32","44","27"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-24","40","57","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-25","47","51","27"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-26","32","45","21"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-27","41","56","29"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-28","53","61","41"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-29","43","48","30"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-11-30","43","49","29"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-01","36","50","25"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-02","37","53","25"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-03","39","55","23"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-04","50","61","44"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-05","43","58","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-06","30","36","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-07","24","27","17"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-08","20","31","13"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-09","26","31","23"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-10","24","30","16"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-11","28","34","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-12","25","33","15"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-13","22","33","15"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-14","20","22","10"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-15","20","31","11"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-16","34","42","26"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-17","31","39","25"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-18","39","42","36"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-19","39","47","35"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-20","33","37","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-21","31","38","24"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-22","34","36","32"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-23","33","35","25"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-24","24","25","19"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-25","17","21","8"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-26","6","8","0"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-27","2","10","-4"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-28","4","13","-6"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-29","11","14","9"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-30","11","16","-1"
"USW00014848","SOUTH BEND AIRPORT, IN US","2017-12-31","5","12","-2"
